time,method,parameter,x,y,vx,vy,gap,penetration,lambda_n,complementarity_error,ncp_residual,solver_success,residual_norm
0.171,penalty,1000.0,0.0,0.8557341400000007,0.0,-1.6775100000000058,0.8557341400000007,0.0,0.0,0.0,0.0,True,0.0
0.17200000000000001,penalty,1000.0,0.0,0.8540468200000007,0.0,-1.687320000000006,0.8540468200000007,0.0,0.0,0.0,0.0,True,0.0
0.17300000000000001,penalty,1000.0,0.0,0.8523496900000006,0.0,-1.697130000000006,0.8523496900000006,0.0,0.0,0.0,0.0,True,0.0
0.17400000000000002,penalty,1000.0,0.0,0.8506427500000006,0.0,-1.7069400000000061,0.8506427500000006,0.0,0.0,0.0,0.0,True,0.0
0.17500000000000002,penalty,1000.0,0.0,0.8489260000000005,0.0,-1.7167500000000062,0.8489260000000005,0.0,0.0,0.0,0.0,True,0.0
0.176,penalty,1000.0,0.0,0.8471994400000005,0.0,-1.7265600000000063,0.8471994400000005,0.0,0.0,0.0,0.0,True,0.0
0.177,penalty,1000.0,0.0,0.8454630700000004,0.0,-1.7363700000000064,0.8454630700000004,0.0,0.0,0.0,0.0,True,0.0
0.178,penalty,1000.0,0.0,0.8437168900000004,0.0,-1.7461800000000065,0.8437168900000004,0.0,0.0,0.0,0.0,True,0.0
0.179,penalty,1000.0,0.0,0.8419609000000003,0.0,-1.7559900000000066,0.8419609000000003,0.0,0.0,0.0,0.0,True,0.0
0.18,penalty,1000.0,0.0,0.8401951000000003,0.0,-1.7658000000000067,0.8401951000000003,0.0,0.0,0.0,0.0,True,0.0
0.181,penalty,1000.0,0.0,0.8384194900000003,0.0,-1.7756100000000068,0.8384194900000003,0.0,0.0,0.0,0.0,True,0.0
0.182,penalty,1000.0,0.0,0.8366340700000002,0.0,-1.785420000000007,0.8366340700000002,0.0,0.0,0.0,0.0,True,0.0
0.183,penalty,1000.0,0.0,0.8348388400000002,0.0,-1.795230000000007,0.8348388400000002,0.0,0.0,0.0,0.0,True,0.0
0.184,penalty,1000.0,0.0,0.8330338000000002,0.0,-1.805040000000007,0.8330338000000002,0.0,0.0,0.0,0.0,True,0.0
0.185,penalty,1000.0,0.0,0.8312189500000001,0.0,-1.8148500000000072,0.8312189500000001,0.0,0.0,0.0,0.0,True,0.0
0.186,penalty,1000.0,0.0,0.8293942900000001,0.0,-1.8246600000000073,0.8293942900000001,0.0,0.0,0.0,0.0,True,0.0
0.187,penalty,1000.0,0.0,0.8275598200000001,0.0,-1.8344700000000074,0.8275598200000001,0.0,0.0,0.0,0.0,True,0.0
0.188,penalty,1000.0,0.0,0.82571554,0.0,-1.8442800000000075,0.82571554,0.0,0.0,0.0,0.0,True,0.0
0.189,penalty,1000.0,0.0,0.82386145,0.0,-1.8540900000000076,0.82386145,0.0,0.0,0.0,0.0,True,0.0
0.19,penalty,1000.0,0.0,0.82199755,0.0,-1.8639000000000077,0.82199755,0.0,0.0,0.0,0.0,True,0.0
0.191,penalty,1000.0,0.0,0.8201238399999999,0.0,-1.8737100000000078,0.8201238399999999,0.0,0.0,0.0,0.0,True,0.0
