time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,contact_count,contact_force_x,contact_force_y,contact_force_z,contact_torque_x,contact_torque_y,contact_torque_z
1.31000000,-0.00000078,0.48979205,-0.00000078,-0.00000121,0.00209430,-0.00000121,1,0.00095015,5301.67798355,0.00095015,-0.00000322,0.00000000,0.00000322
1.32000000,-0.00000079,0.48982655,-0.00000079,-0.00000120,0.00444086,-0.00000120,1,0.00087306,5223.33347812,0.00087306,-0.00000313,0.00000000,0.00000313
1.33000000,-0.00000080,0.48987722,-0.00000080,-0.00000118,0.00544713,-0.00000118,1,0.00080122,5161.17539443,0.00080122,-0.00000305,0.00000000,0.00000305
1.34000000,-0.00000081,0.48993239,-0.00000081,-0.00000117,0.00544948,-0.00000117,1,0.00073427,5117.30850728,0.00073427,-0.00000298,0.00000000,0.00000298
1.35000000,-0.00000082,0.48998384,-0.00000082,-0.00000115,0.00479105,-0.00000115,1,0.00067136,5090.76931421,0.00067136,-0.00000293,0.00000000,0.00000293
1.36000000,-0.00000083,0.49002661,-0.00000083,-0.00000114,0.00377660,-0.00000114,1,0.00061150,5078.80435211,0.00061150,-0.00000290,0.00000000,0.00000290
1.37000000,-0.00000085,0.49005848,-0.00000085,-0.00000113,0.00265021,-0.00000113,1,0.00055373,5077.88080034,0.00055373,-0.00000287,0.00000000,0.00000287
1.38000000,-0.00000086,0.49007928,-0.00000086,-0.00000112,0.00158585,-0.00000112,1,0.00049726,5084.34878342,0.00049726,-0.00000285,0.00000000,0.00000285
1.39000000,-0.00000087,0.49009027,-0.00000087,-0.00000111,0.00069092,-0.00000111,1,0.00044149,5094.90934295,0.00044149,-0.00000283,0.00000000,0.00000283
1.40000000,-0.00000088,0.49009345,-0.00000088,-0.00000110,0.00001582,-0.00000110,1,0.00038604,5106.86366218,0.00038604,-0.00000281,0.00000000,0.00000281
1.41000000,-0.00000089,0.49009107,-0.00000089,-0.00000110,-0.00043250,-0.00000110,1,0.00033067,5118.37157502,0.00033067,-0.00000280,0.00000000,0.00000280
1.42000000,-0.00000090,0.49008531,-0.00000090,-0.00000109,-0.00067666,-0.00000109,1,0.00027528,5128.17843911,0.00027528,-0.00000279,0.00000000,0.00000279
1.43000000,-0.00000091,0.49007801,-0.00000091,-0.00000109,-0.00075635,-0.00000109,1,0.00021985,5135.67110470,0.00021985,-0.00000279,0.00000000,0.00000279
1.44000000,-0.00000092,0.49007057,-0.00000092,-0.00000108,-0.00071752,-0.00000108,1,0.00016440,5140.73564102,0.00016440,-0.00000278,0.00000000,0.00000278
1.45000000,-0.00000093,0.49006394,-0.00000093,-0.00000108,-0.00060508,-0.00000108,1,0.00010894,5143.54144848,0.00010894,-0.00000277,0.00000000,0.00000277
1.46000000,-0.00000094,0.49005865,-0.00000094,-0.00000108,-0.00045772,-0.00000108,1,0.00005351,5144.55739214,0.00005351,-0.00000277,0.00000000,0.00000277
1.47000000,-0.00000095,0.49005488,-0.00000095,-0.00000108,-0.00030488,-0.00000108,1,-0.00000188,5144.26254650,-0.00000188,-0.00000277,0.00000000,0.00000277
1.48000000,-0.00000097,0.49005257,-0.00000097,-0.00000108,-0.00016691,-0.00000108,1,-0.00005727,5143.12600772,-0.00005727,-0.00000277,0.00000000,0.00000277
1.49000000,-0.00000098,0.49005151,-0.00000098,-0.00000108,-0.00005565,-0.00000108,1,-0.00011268,5141.59616417,-0.00011268,-0.00000277,0.00000000,0.00000277
1.50000000,-0.00000099,0.49005140,-0.00000099,-0.00000108,0.00002446,-0.00000108,1,-0.00016816,5139.94681149,-0.00016816,-0.00000278,0.00000000,0.00000278
1.51000000,-0.00000100,0.49005193,-0.00000100,-0.00000109,0.00007465,-0.00000109,1,-0.00022378,5138.45804939,-0.00022378,-0.00000279,0.00000000,0.00000279
1.52000000,-0.00000101,0.49005283,-0.00000101,-0.00000109,0.00009873,-0.00000109,1,-0.00027959,5137.17583496,-0.00027959,-0.00000280,0.00000000,0.00000280
1.53000000,-0.00000102,0.49005385,-0.00000102,-0.00000110,0.00010275,-0.00000110,1,-0.00033568,5136.33325483,-0.00033568,-0.00000282,0.00000000,0.00000282
1.54000000,-0.00000103,0.49005483,-0.00000103,-0.00000110,0.00009295,-0.00000110,1,-0.00039211,5135.73451635,-0.00039211,-0.00000283,0.00000000,0.00000283
1.55000000,-0.00000104,0.49005567,-0.00000104,-0.00000111,0.00007524,-0.00000111,1,-0.00044892,5135.42705236,-0.00044892,-0.00000285,0.00000000,0.00000285
1.56000000,-0.00000105,0.49005632,-0.00000105,-0.00000112,0.00005440,-0.00000112,1,-0.00050620,5135.42413204,-0.00050620,-0.00000288,0.00000000,0.00000288
1.57000000,-0.00000106,0.49005675,-0.00000106,-0.00000113,0.00003401,-0.00000113,1,-0.00056399,5135.48185303,-0.00056399,-0.00000290,0.00000000,0.00000290
1.58000000,-0.00000108,0.49005700,-0.00000108,-0.00000114,0.00001645,-0.00000114,1,-0.00062234,5135.68981042,-0.00062234,-0.00000293,0.00000000,0.00000293
1.59000000,-0.00000109,0.49005709,-0.00000109,-0.00000115,0.00000275,-0.00000115,1,-0.00068131,5135.88368839,-0.00068131,-0.00000296,0.00000000,0.00000296
1.60000000,-0.00000110,0.49005706,-0.00000110,-0.00000117,-0.00000681,-0.00000117,1,-0.00074096,5136.12865287,-0.00074096,-0.00000300,0.00000000,0.00000300
